Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Total_Spent,Total_Purchases,Online_Ratio,Store_Ratio,Customer_Tenure_Days,Total_Accepted_Campaigns,Campaign_Response_Flag,Cluster_KMeans,Conversion_Level
2n Cycle,Together,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,47,1,109,9,0.3,0.4,4588.0,0,0,0,Baixa Conversão
Graduation,Married,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,61,0,902,21,0.6818181818181818,0.22727272727272727,4413.766375545852,1,1,2,Média Conversão
Graduation,Together,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,73,0,1574,20,0.38095238095238093,0.5238095238095238,4257.0,1,1,2,Média Conversão
2n Cycle,Married,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,50,1,38,9,0.2,0.4,4341.0,0,0,0,Baixa Conversão
Graduation,Single,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,30,0,960,24,0.44,0.48,3985.0,0,0,1,Alta Conversão
Graduation,Single,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,55,1,28,4,0.2,0.4,4413.766375545852,1,1,0,Baixa Conversão
2n Cycle,Married,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,71,0,1215,28,0.6896551724137931,0.2413793103448276,4413.766375545852,1,1,2,Média Conversão
PhD,Together,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,53,0,1497,22,0.6956521739130435,0.21739130434782608,4413.766375545852,0,0,1,Alta Conversão
PhD,Together,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,67,1,449,17,0.2777777777777778,0.5555555555555556,4527.0,0,0,1,Alta Conversão
Graduation,Widow,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,50,1,1064,24,0.4,0.52,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,56,0,1757,25,0.5,0.4230769230769231,4413.766375545852,3,1,2,Média Conversão
Graduation,Together,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,46,0,1440,21,0.6363636363636364,0.2727272727272727,4195.0,0,0,1,Alta Conversão
2n Cycle,Together,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,47,0,1006,24,0.4,0.52,4351.0,0,0,1,Alta Conversão
PhD,Together,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,53,1,1226,23,0.5416666666666666,0.20833333333333334,4649.0,0,0,1,Alta Conversão
Graduation,Married,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,61,1,1171,20,0.3333333333333333,0.38095238095238093,4413.766375545852,0,0,1,Alta Conversão
Master,Married,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,46,1,92,8,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,66,1,99,8,0.5555555555555556,0.2222222222222222,4076.0,0,0,0,Baixa Conversão
2n Cycle,Married,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,44,1,66,8,0.3333333333333333,0.3333333333333333,4527.0,0,0,0,Baixa Conversão
Graduation,Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,58,2,564,19,0.45,0.4,4413.766375545852,0,0,1,Alta Conversão
Master,Married,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,37,0,1427,21,0.45454545454545453,0.45454545454545453,4413.766375545852,0,0,1,Alta Conversão
PhD,Single,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,47,1,86,6,0.42857142857142855,0.2857142857142857,4318.0,1,1,0,Baixa Conversão
Graduation,Single,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,73,0,833,19,0.65,0.25,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,70,1,242,12,0.38461538461538464,0.3076923076923077,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,48,0,1869,17,0.5,0.3888888888888889,4648.0,0,0,1,Alta Conversão
Graduation,Together,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,38,0,1364,29,0.5333333333333333,0.4,4832.0,0,0,1,Alta Conversão
2n Cycle,Married,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,1,183,8,0.3333333333333333,0.4444444444444444,4587.0,0,0,0,Baixa Conversão
Master,Married,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,69,1,450,18,0.3684210526315789,0.3684210526315789,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,46,1,758,21,0.3181818181818182,0.5454545454545454,4530.0,0,0,1,Alta Conversão
PhD,Married,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,74,0,1507,20,0.6190476190476191,0.2857142857142857,4250.0,0,0,1,Alta Conversão
Graduation,Single,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,60,2,654,25,0.38461538461538464,0.2692307692307692,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,53,2,81,9,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,68,1,137,1,0.0,0.5,4737.0,0,0,0,Baixa Conversão
Graduation,Together,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,72,2,16,4,0.2,0.4,4442.0,0,0,0,Baixa Conversão
PhD,Single,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,60,1,93,8,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,67,0,1158,18,0.6842105263157895,0.21052631578947367,4413.766375545852,0,0,1,Alta Conversão
Master,Single,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,70,2,43,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,54,1,1525,22,0.6521739130434783,0.21739130434782608,4253.0,0,0,1,Alta Conversão
PhD,Single,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,51,0,1230,19,0.4,0.5,4107.0,0,0,1,Alta Conversão
Graduation,Together,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,49,2,29,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,55,1,25,5,0.3333333333333333,0.3333333333333333,3922.0,0,0,0,Baixa Conversão
Graduation,Married,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,53,1,24,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,53,1,38,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Basic,Married,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,39,1,57,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Master,Together,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,65,2,47,12,0.23076923076923078,0.3076923076923077,4413.766375545852,0,0,0,Baixa Conversão
PhD,Divorced,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,57,1,813,24,0.56,0.16,4564.0,1,1,2,Média Conversão
Master,Married,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,47,1,629,22,0.34782608695652173,0.34782608695652173,4413.766375545852,1,1,2,Média Conversão
Graduation,Divorced,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,49,1,377,17,0.4444444444444444,0.2777777777777778,4740.0,0,0,0,Baixa Conversão
Master,Together,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,80,0,1612,14,0.6,0.26666666666666666,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,68,0,729,17,0.5,0.3888888888888889,4769.0,3,1,2,Média Conversão
Graduation,Single,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,75,0,50,6,0.2857142857142857,0.42857142857142855,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Married,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,47,2,270,15,0.375,0.3125,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,64,1,177,9,0.2,0.5,4472.0,0,0,0,Baixa Conversão
Master,Single,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,63,0,315,13,0.35714285714285715,0.5,4413.766375545852,1,1,0,Baixa Conversão
PhD,Married,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,71,1,767,23,0.5416666666666666,0.2916666666666667,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Divorced,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,60,1,1071,26,0.5555555555555556,0.2962962962962963,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,52,0,1580,24,0.44,0.48,4562.0,0,0,1,Alta Conversão
Graduation,Married,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,57,1,60,10,0.36363636363636365,0.2727272727272727,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,55,1,573,21,0.36363636363636365,0.4090909090909091,4413.766375545852,0,0,1,Alta Conversão
Graduation,Widow,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,69,2,41,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,74,2,170,10,0.2727272727272727,0.36363636363636365,4413.766375545852,0,0,0,Baixa Conversão
PhD,Single,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,81,0,1167,28,0.4827586206896552,0.4482758620689655,4465.0,0,0,1,Alta Conversão
Graduation,Married,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,67,0,1526,25,0.38461538461538464,0.46153846153846156,4441.0,3,1,2,Média Conversão
Master,Married,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,49,2,458,21,0.36363636363636365,0.3181818181818182,4495.0,0,0,1,Alta Conversão
Master,Married,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,54,1,63,6,0.2857142857142857,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,68,1,405,17,0.3888888888888889,0.3333333333333333,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,53,2,1027,20,0.23809523809523808,0.38095238095238093,4413.766375545852,1,1,2,Média Conversão
Graduation,Single,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,53,1,1478,22,0.6086956521739131,0.2608695652173913,4441.0,0,0,1,Alta Conversão
Graduation,Married,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,44,0,72,5,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,53,1,48,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,50,0,726,16,0.5294117647058824,0.35294117647058826,4413.766375545852,0,0,1,Alta Conversão
Master,Married,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,70,1,860,27,0.42857142857142855,0.32142857142857145,4504.0,0,0,1,Alta Conversão
PhD,Together,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,39,0,1497,22,0.43478260869565216,0.5217391304347826,4413.766375545852,0,0,1,Alta Conversão
PhD,Together,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,55,1,495,18,0.47368421052631576,0.3684210526315789,3892.0,0,0,1,Alta Conversão
Graduation,Married,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,49,2,20,4,0.2,0.4,3894.0,0,0,0,Baixa Conversão
Graduation,Single,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,71,0,570,19,0.6,0.2,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,53,1,769,21,0.5,0.4090909090909091,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Married,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,47,1,55,7,0.25,0.375,4587.0,0,0,0,Baixa Conversão
PhD,Single,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,45,0,1808,18,0.47368421052631576,0.42105263157894735,4471.0,2,1,2,Média Conversão
Graduation,Married,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,53,1,55,7,0.25,0.375,4376.0,0,0,0,Baixa Conversão
Graduation,Single,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,64,0,577,18,0.5263157894736842,0.3684210526315789,4413.766375545852,1,1,2,Média Conversão
Graduation,Married,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,62,0,162,8,0.5555555555555556,0.2222222222222222,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,66,1,1957,20,0.7142857142857143,0.19047619047619047,4413.766375545852,4,1,2,Média Conversão
2n Cycle,Divorced,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,66,1,1576,24,0.48,0.44,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,71,3,1616,17,0.3888888888888889,0.3888888888888889,4410.0,2,1,2,Média Conversão
Graduation,Divorced,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,63,3,36,6,0.14285714285714285,0.42857142857142855,4261.0,0,0,0,Baixa Conversão
PhD,Widow,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,67,1,1482,22,0.7391304347826086,0.17391304347826086,4287.0,0,0,1,Alta Conversão
Graduation,Together,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,41,1,22,5,0.16666666666666666,0.5,4228.0,0,0,0,Baixa Conversão
PhD,Divorced,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,49,2,63,6,0.2857142857142857,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,33,0,680,18,0.5263157894736842,0.3684210526315789,4679.0,0,0,1,Alta Conversão
PhD,Together,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,58,2,542,20,0.47619047619047616,0.3333333333333333,4471.0,0,0,1,Alta Conversão
2n Cycle,Together,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,45,1,50,7,0.25,0.375,4555.0,0,0,0,Baixa Conversão
Graduation,Married,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,58,2,39,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,69,1,1043,28,0.3793103448275862,0.41379310344827586,4413.766375545852,0,0,1,Alta Conversão
Master,Single,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,53,1,385,14,0.4666666666666667,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,45,0,1633,27,0.5,0.42857142857142855,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Single,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,45,1,46,5,0.16666666666666666,0.5,4558.0,0,0,0,Baixa Conversão
Graduation,Single,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,48,1,761,20,0.6190476190476191,0.23809523809523808,4413.766375545852,1,1,2,Média Conversão
Graduation,Together,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,75,2,76,9,0.3,0.3,4468.0,0,0,0,Baixa Conversão
Graduation,Married,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,51,1,290,14,0.3333333333333333,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,37,1,89,11,0.25,0.3333333333333333,3892.0,0,0,0,Baixa Conversão
Graduation,Married,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,44,1,70,11,0.3333333333333333,0.25,4677.0,0,0,0,Baixa Conversão
2n Cycle,Married,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,65,0,1066,17,0.5,0.3888888888888889,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,55,0,2009,19,0.55,0.35,4413.766375545852,3,1,2,Média Conversão
2n Cycle,Single,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,34,0,1345,19,0.45,0.4,4413.766375545852,0,0,1,Alta Conversão
Master,Single,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,69,1,764,23,0.5,0.3333333333333333,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,62,1,195,11,0.3333333333333333,0.4166666666666667,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,45,2,53,11,0.3333333333333333,0.25,4318.0,0,0,0,Baixa Conversão
Graduation,Single,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,51,1,368,13,0.5714285714285714,0.21428571428571427,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,71,1,544,20,0.38095238095238093,0.42857142857142855,3926.0,0,0,1,Alta Conversão
2n Cycle,Married,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,68,0,1853,25,0.5384615384615384,0.38461538461538464,4799.0,2,1,2,Média Conversão
PhD,Together,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,59,2,35,6,0.2857142857142857,0.2857142857142857,4413.766375545852,1,1,0,Baixa Conversão
PhD,Married,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,51,1,446,18,0.42105263157894735,0.3684210526315789,4413.766375545852,2,1,2,Média Conversão
Graduation,Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,46,1,1180,31,0.375,0.375,4592.0,0,0,1,Alta Conversão
Master,Married,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,52,1,41,5,0.16666666666666666,0.5,4138.0,0,0,0,Baixa Conversão
Graduation,Married,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,40,2,727,22,0.34782608695652173,0.4782608695652174,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,59,2,40,6,0.14285714285714285,0.42857142857142855,4861.0,0,0,0,Baixa Conversão
2n Cycle,Married,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,36,0,1062,26,0.5555555555555556,0.37037037037037035,4471.0,1,1,2,Média Conversão
Graduation,Together,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,56,1,40,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Master,Together,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,56,2,292,17,0.3888888888888889,0.2222222222222222,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,38,0,15,4,0.0,0.6,4352.0,0,0,0,Baixa Conversão
2n Cycle,Together,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,36,1,341,17,0.2777777777777778,0.3333333333333333,4861.0,0,0,0,Baixa Conversão
2n Cycle,Single,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,50,1,369,13,0.5,0.2857142857142857,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,52,1,401,17,0.3333333333333333,0.4444444444444444,4286.0,0,0,1,Alta Conversão
Master,Single,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,59,1,393,17,0.3333333333333333,0.4444444444444444,4413.766375545852,0,0,0,Baixa Conversão
Master,Single,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,39,2,10,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,47,1,486,16,0.29411764705882354,0.47058823529411764,4440.0,0,0,0,Baixa Conversão
Graduation,Together,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,46,1,69,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,42,0,1727,17,0.6666666666666666,0.2222222222222222,4413.766375545852,2,1,2,Média Conversão
Graduation,Single,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,66,1,995,16,0.5882352941176471,0.23529411764705882,4079.0,1,1,2,Média Conversão
Graduation,Together,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,49,1,45,10,0.36363636363636365,0.2727272727272727,3921.0,0,0,0,Baixa Conversão
2n Cycle,Single,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,44,2,182,12,0.3076923076923077,0.3076923076923077,4137.0,0,0,0,Baixa Conversão
Master,Together,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,47,1,989,23,0.5,0.4166666666666667,4435.0,0,0,1,Alta Conversão
Graduation,Together,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,72,0,1677,18,0.631578947368421,0.2631578947368421,4413.766375545852,3,1,2,Média Conversão
Master,Divorced,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,54,2,595,23,0.5,0.16666666666666666,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,42,1,156,9,0.3,0.4,4413.766375545852,0,0,0,Baixa Conversão
Master,Single,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,69,0,1226,28,0.5172413793103449,0.41379310344827586,4107.0,0,0,1,Alta Conversão
2n Cycle,Together,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,47,1,128,11,0.3333333333333333,0.25,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,53,1,86,9,0.4,0.2,3956.0,1,1,0,Baixa Conversão
Graduation,Married,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,50,1,68,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,50,2,16,4,0.0,0.6,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Married,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,44,2,55,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
PhD,Single,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,53,0,2114,22,0.4782608695652174,0.43478260869565216,4618.0,0,0,1,Alta Conversão
PhD,Together,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,55,0,2018,19,0.25,0.65,4558.0,0,0,1,Alta Conversão
PhD,Single,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,72,3,263,15,0.4375,0.25,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,66,2,55,7,0.25,0.375,4280.0,0,0,0,Baixa Conversão
